month,category,revenue
2018-08,fashion_underwear_beach,219.9
2018-08,fixed_telephony,2724.17
2018-08,flowers,
2018-08,food,8256.18
2018-08,food_drink,1028.61
2018-08,furniture_bedroom,2197.0
2018-08,furniture_decor,41380.15
2018-08,furniture_living_room,5223.34
2018-08,furniture_mattress_and_upholstery,
2018-08,garden_tools,16432.34
2018-08,health_beauty,120803.94
2018-08,home_appliances,6584.4
2018-08,home_appliances_2,9882.76
2018-08,home_comfort_2,
2018-08,home_confort,2241.28
2018-08,home_construction,7016.16
2018-08,housewares,60202.67
2018-08,industry_commerce_and_business,2364.69
2018-08,kitchen_dining_laundry_garden_furniture,2156.47
2018-08,la_cuisine,
2018-08,luggage_accessories,6847.91
2018-08,market_place,949.27
2018-08,music,497.81
2018-08,musical_instruments,10519.34
2018-08,office_furniture,6758.87
2018-08,party_supplies,1285.29
2018-08,pc_gamer,219.0
2018-08,perfumery,25017.69
2018-08,pet_shop,24857.07
2018-08,portateis_cozinha_e_preparadores_de_alimentos,1838.5
2018-08,security_and_services,
2018-08,signaling_and_security,1825.59
2018-08,small_appliances,6759.06
2018-08,small_appliances_home_oven_and_coffee,2996.72
2018-08,sports_leisure,51500.16
2018-08,stationery,15563.65
2018-08,tablets_printing_image,
2018-08,telephony,37541.89
2018-08,toys,17753.05
2018-08,watches_gifts,72277.06
2018-09,Unknown,
2018-09,agro_industry_and_commerce,
2018-09,air_conditioning,
2018-09,art,
2018-09,arts_and_craftmanship,
2018-09,audio,
2018-09,auto,
2018-09,baby,
2018-09,bed_bath_table,
2018-09,books_general_interest,
2018-09,books_imported,
2018-09,books_technical,
2018-09,cds_dvds_musicals,
2018-09,christmas_supplies,
2018-09,cine_photo,
2018-09,computers,
2018-09,computers_accessories,
2018-09,consoles_games,
2018-09,construction_tools_construction,
2018-09,construction_tools_lights,
2018-09,construction_tools_safety,
2018-09,cool_stuff,
2018-09,costruction_tools_garden,
2018-09,costruction_tools_tools,
2018-09,diapers_and_hygiene,
2018-09,drinks,
2018-09,dvds_blu_ray,
2018-09,electronics,
2018-09,fashio_female_clothing,
2018-09,fashion_bags_accessories,
2018-09,fashion_childrens_clothes,
2018-09,fashion_male_clothing,
2018-09,fashion_shoes,
2018-09,fashion_sport,
2018-09,fashion_underwear_beach,
2018-09,fixed_telephony,
2018-09,flowers,
2018-09,food,
2018-09,food_drink,
2018-09,furniture_bedroom,
2018-09,furniture_decor,
2018-09,furniture_living_room,
2018-09,furniture_mattress_and_upholstery,
2018-09,garden_tools,
2018-09,health_beauty,
2018-09,home_appliances,
2018-09,home_appliances_2,
2018-09,home_comfort_2,
2018-09,home_confort,
2018-09,home_construction,
2018-09,housewares,
2018-09,industry_commerce_and_business,
2018-09,kitchen_dining_laundry_garden_furniture,145.0
2018-09,la_cuisine,
2018-09,luggage_accessories,
2018-09,market_place,
2018-09,music,
2018-09,musical_instruments,
2018-09,office_furniture,
2018-09,party_supplies,
2018-09,pc_gamer,
2018-09,perfumery,
2018-09,pet_shop,
2018-09,portateis_cozinha_e_preparadores_de_alimentos,
2018-09,security_and_services,
2018-09,signaling_and_security,
2018-09,small_appliances,
2018-09,small_appliances_home_oven_and_coffee,
2018-09,sports_leisure,
2018-09,stationery,
2018-09,tablets_printing_image,
2018-09,telephony,
2018-09,toys,
2018-09,watches_gifts,
2018-10,Unknown,
2018-10,agro_industry_and_commerce,
2018-10,air_conditioning,
2018-10,art,
2018-10,arts_and_craftmanship,
2018-10,audio,
2018-10,auto,
2018-10,baby,
2018-10,bed_bath_table,
2018-10,books_general_interest,
2018-10,books_imported,
2018-10,books_technical,
2018-10,cds_dvds_musicals,
2018-10,christmas_supplies,
2018-10,cine_photo,
2018-10,computers,
2018-10,computers_accessories,
2018-10,consoles_games,
2018-10,construction_tools_construction,
2018-10,construction_tools_lights,
2018-10,construction_tools_safety,
2018-10,cool_stuff,
2018-10,costruction_tools_garden,
2018-10,costruction_tools_tools,
2018-10,diapers_and_hygiene,
2018-10,drinks,
2018-10,dvds_blu_ray,
2018-10,electronics,
2018-10,fashio_female_clothing,
2018-10,fashion_bags_accessories,
2018-10,fashion_childrens_clothes,
2018-10,fashion_male_clothing,
2018-10,fashion_shoes,
2018-10,fashion_sport,
2018-10,fashion_underwear_beach,
2018-10,fixed_telephony,
2018-10,flowers,
2018-10,food,
2018-10,food_drink,
2018-10,furniture_bedroom,
2018-10,furniture_decor,
2018-10,furniture_living_room,
2018-10,furniture_mattress_and_upholstery,
2018-10,garden_tools,
2018-10,health_beauty,
2018-10,home_appliances,
2018-10,home_appliances_2,
2018-10,home_comfort_2,
2018-10,home_confort,
2018-10,home_construction,
2018-10,housewares,
2018-10,industry_commerce_and_business,
2018-10,kitchen_dining_laundry_garden_furniture,
2018-10,la_cuisine,
2018-10,luggage_accessories,
2018-10,market_place,
2018-10,music,
2018-10,musical_instruments,
2018-10,office_furniture,
2018-10,party_supplies,
2018-10,pc_gamer,
2018-10,perfumery,
2018-10,pet_shop,
2018-10,portateis_cozinha_e_preparadores_de_alimentos,
2018-10,security_and_services,
2018-10,signaling_and_security,
2018-10,small_appliances,
2018-10,small_appliances_home_oven_and_coffee,
2018-10,sports_leisure,
2018-10,stationery,
2018-10,tablets_printing_image,
2018-10,telephony,
2018-10,toys,
2018-10,watches_gifts,
