month,category,revenue
2017-09,computers,52878.88
2017-09,computers_accessories,28930.98
2017-09,consoles_games,8910.37
2017-09,construction_tools_construction,1289.2
2017-09,construction_tools_lights,229.0
2017-09,construction_tools_safety,1124.54
2017-09,cool_stuff,38210.34
2017-09,costruction_tools_garden,297.5
2017-09,costruction_tools_tools,916.89
2017-09,diapers_and_hygiene,
2017-09,drinks,327.97
2017-09,dvds_blu_ray,39.8
2017-09,electronics,4338.96
2017-09,fashio_female_clothing,355.7
2017-09,fashion_bags_accessories,11948.22
2017-09,fashion_childrens_clothes,89.99
2017-09,fashion_male_clothing,1177.5
2017-09,fashion_shoes,1179.6
2017-09,fashion_sport,384.6
2017-09,fashion_underwear_beach,1789.7
2017-09,fixed_telephony,13692.91
2017-09,flowers,
2017-09,food,992.92
2017-09,food_drink,310.86
2017-09,furniture_bedroom,709.6
2017-09,furniture_decor,30838.69
2017-09,furniture_living_room,1275.87
2017-09,furniture_mattress_and_upholstery,86.5
2017-09,garden_tools,22507.23
2017-09,health_beauty,51537.65
2017-09,home_appliances,1820.19
2017-09,home_appliances_2,1627.8
2017-09,home_comfort_2,12.9
2017-09,home_confort,4592.34
2017-09,home_construction,1357.81
2017-09,housewares,20313.26
2017-09,industry_commerce_and_business,219.98
2017-09,kitchen_dining_laundry_garden_furniture,464.09
2017-09,la_cuisine,
2017-09,luggage_accessories,3885.38
2017-09,market_place,1147.21
2017-09,music,
2017-09,musical_instruments,9034.97
2017-09,office_furniture,9208.65
2017-09,party_supplies,269.8
2017-09,pc_gamer,
2017-09,perfumery,14744.87
2017-09,pet_shop,8534.92
2017-09,portateis_cozinha_e_preparadores_de_alimentos,
2017-09,security_and_services,100.0
2017-09,signaling_and_security,438.4
2017-09,small_appliances,10965.63
2017-09,small_appliances_home_oven_and_coffee,640.99
2017-09,sports_leisure,50167.48
2017-09,stationery,6130.41
2017-09,tablets_printing_image,233.9
2017-09,telephony,18559.25
2017-09,toys,31399.22
2017-09,watches_gifts,47135.6
2017-10,Unknown,18800.48
2017-10,agro_industry_and_commerce,3350.28
2017-10,air_conditioning,2562.42
2017-10,art,349.05
2017-10,arts_and_craftmanship,
2017-10,audio,2348.48
2017-10,auto,21505.28
2017-10,baby,16497.5
2017-10,bed_bath_table,46198.0
2017-10,books_general_interest,734.5
2017-10,books_imported,
2017-10,books_technical,880.0
2017-10,cds_dvds_musicals,45.0
2017-10,christmas_supplies,388.05
2017-10,cine_photo,69.0
2017-10,computers,40393.92
2017-10,computers_accessories,44022.09
2017-10,consoles_games,10608.87
2017-10,construction_tools_construction,2576.18
2017-10,construction_tools_lights,500.0
2017-10,construction_tools_safety,1668.85
2017-10,cool_stuff,44910.01
2017-10,costruction_tools_garden,746.9
2017-10,costruction_tools_tools,1018.6
2017-10,diapers_and_hygiene,
2017-10,drinks,596.98
2017-10,dvds_blu_ray,194.5
2017-10,electronics,3454.32
2017-10,fashio_female_clothing,
2017-10,fashion_bags_accessories,7906.06
2017-10,fashion_childrens_clothes,39.99
2017-10,fashion_male_clothing,1041.8
2017-10,fashion_shoes,1860.92
2017-10,fashion_sport,59.9
2017-10,fashion_underwear_beach,187.8
2017-10,fixed_telephony,3751.88
2017-10,flowers,
2017-10,food,806.06
2017-10,food_drink,2297.23
2017-10,furniture_bedroom,1193.9
2017-10,furniture_decor,30227.51
2017-10,furniture_living_room,1532.79
2017-10,furniture_mattress_and_upholstery,
2017-10,garden_tools,25978.74
2017-10,health_beauty,41915.72
2017-10,home_appliances,1951.08
2017-10,home_appliances_2,2803.17
2017-10,home_comfort_2,64.5
2017-10,home_confort,3619.8
2017-10,home_construction,4201.17
2017-10,housewares,15996.63
2017-10,industry_commerce_and_business,2256.69
2017-10,kitchen_dining_laundry_garden_furniture,3428.6
2017-10,la_cuisine,137.0
2017-10,luggage_accessories,6240.34
2017-10,market_place,1019.54
2017-10,music,54.9
2017-10,musical_instruments,6859.16
2017-10,office_furniture,17890.83
2017-10,party_supplies,137.8
2017-10,pc_gamer,
2017-10,perfumery,16984.62
2017-10,pet_shop,8243.58
2017-10,portateis_cozinha_e_preparadores_de_alimentos,
2017-10,security_and_services,
2017-10,signaling_and_security,744.0
2017-10,small_appliances,6464.85
2017-10,small_appliances_home_oven_and_coffee,
2017-10,sports_leisure,49751.45
2017-10,stationery,8607.86
2017-10,tablets_printing_image,99.0
2017-10,telephony,22850.76
2017-10,toys,34633.01
2017-10,watches_gifts,65959.53
2017-11,Unknown,14115.98
2017-11,agro_industry_and_commerce,13932.49
2017-11,air_conditioning,4076.62
2017-11,art,75.0
2017-11,arts_and_craftmanship,
2017-11,audio,3677.23
2017-11,auto,34955.38
2017-11,baby,21738.78
2017-11,bed_bath_table,89412.54
2017-11,books_general_interest,2664.96
2017-11,books_imported,324.0
2017-11,books_technical,768.9
2017-11,cds_dvds_musicals,195.0
2017-11,christmas_supplies,1340.58
2017-11,cine_photo,242.0
2017-11,computers,9768.0
2017-11,computers_accessories,72656.0
2017-11,consoles_games,12608.88
2017-11,construction_tools_construction,6993.56
2017-11,construction_tools_lights,2199.48
2017-11,construction_tools_safety,3318.59
2017-11,cool_stuff,56295.24
2017-11,costruction_tools_garden,1218.5
2017-11,costruction_tools_tools,269.5
2017-11,diapers_and_hygiene,
2017-11,drinks,748.61
2017-11,dvds_blu_ray,79.79
2017-11,electronics,10026.14
2017-11,fashio_female_clothing,79.88
2017-11,fashion_bags_accessories,13414.89
2017-11,fashion_childrens_clothes,
2017-11,fashion_male_clothing,929.99
2017-11,fashion_shoes,1777.7
2017-11,fashion_sport,59.9
2017-11,fashion_underwear_beach,1221.6
2017-11,fixed_telephony,943.98
2017-11,flowers,187.8
2017-11,food,556.95
2017-11,food_drink,2445.57
2017-11,furniture_bedroom,873.0
2017-11,furniture_decor,63223.97
2017-11,furniture_living_room,6212.95
2017-11,furniture_mattress_and_upholstery,334.0
2017-11,garden_tools,45972.18
2017-11,health_beauty,79120.4
2017-11,home_appliances,4515.94
2017-11,home_appliances_2,4854.93
2017-11,home_comfort_2,38.7
2017-11,home_confort,5355.39
2017-11,home_construction,4936.72
2017-11,housewares,34855.32
2017-11,industry_commerce_and_business,2074.77
2017-11,kitchen_dining_laundry_garden_furniture,5007.39
2017-11,la_cuisine,137.0
2017-11,luggage_accessories,8538.95
2017-11,market_place,1355.98
2017-11,music,
2017-11,musical_instruments,16509.9
2017-11,office_furniture,18048.2
2017-11,party_supplies,870.69
2017-11,pc_gamer,
2017-11,perfumery,31831.81
2017-11,pet_shop,11325.68
2017-11,portateis_cozinha_e_preparadores_de_alimentos,
2017-11,security_and_services,
2017-11,signaling_and_security,596.79
2017-11,small_appliances,7826.82
2017-11,small_appliances_home_oven_and_coffee,
2017-11,sports_leisure,64874.05
2017-11,stationery,16699.09
2017-11,tablets_printing_image,350.4
2017-11,telephony,26564.88
2017-11,toys,64320.89
2017-11,watches_gifts,97724.57
2017-12,Unknown,16224.92
2017-12,agro_industry_and_commerce,5291.7
2017-12,air_conditioning,668.8
2017-12,art,115.25
2017-12,arts_and_craftmanship,
2017-12,audio,2686.93
2017-12,auto,39287.64
2017-12,baby,19943.08
2017-12,bed_bath_table,50505.85
2017-12,books_general_interest,2397.1
2017-12,books_imported,231.0
2017-12,books_technical,670.69
2017-12,cds_dvds_musicals,65.0
2017-12,christmas_supplies,493.9
2017-12,cine_photo,
2017-12,computers,16741.0
2017-12,computers_accessories,37880.65
2017-12,consoles_games,9075.01
2017-12,construction_tools_construction,5830.35
2017-12,construction_tools_lights,176.0
2017-12,construction_tools_safety,1384.92
2017-12,cool_stuff,39011.54
2017-12,costruction_tools_garden,928.9
2017-12,costruction_tools_tools,349.4
2017-12,diapers_and_hygiene,76.0
2017-12,drinks,2132.84
2017-12,dvds_blu_ray,119.9
2017-12,electronics,8537.51
2017-12,fashio_female_clothing,
2017-12,fashion_bags_accessories,10028.46
2017-12,fashion_childrens_clothes,
2017-12,fashion_male_clothing,450.89
2017-12,fashion_shoes,1099.0
2017-12,fashion_sport,59.9
2017-12,fashion_underwear_beach,1173.1
2017-12,fixed_telephony,998.77
2017-12,flowers,82.7
2017-12,food,978.19
2017-12,food_drink,1098.68
2017-12,furniture_bedroom,185.0
2017-12,furniture_decor,32011.75
2017-12,furniture_living_room,2316.01
2017-12,furniture_mattress_and_upholstery,803.7
2017-12,garden_tools,27689.69
2017-12,health_beauty,61264.66
2017-12,home_appliances,1331.0
2017-12,home_appliances_2,1990.16
2017-12,home_comfort_2,
2017-12,home_confort,2257.8
2017-12,home_construction,6735.3
2017-12,housewares,25921.95
2017-12,industry_commerce_and_business,1828.5
2017-12,kitchen_dining_laundry_garden_furniture,4277.3
2017-12,la_cuisine,
2017-12,luggage_accessories,6248.21
2017-12,market_place,703.25
2017-12,music,
2017-12,musical_instruments,10823.5
2017-12,office_furniture,6964.36
2017-12,party_supplies,515.2
2017-12,pc_gamer,
2017-12,perfumery,27864.43
2017-12,pet_shop,7227.23
2017-12,portateis_cozinha_e_preparadores_de_alimentos,
2017-12,security_and_services,
2017-12,signaling_and_security,770.0
2017-12,small_appliances,8913.77
2017-12,small_appliances_home_oven_and_coffee,
2017-12,sports_leisure,59792.66
2017-12,stationery,25731.0
2017-12,tablets_printing_image,419.4
2017-12,telephony,13611.01
2017-12,toys,57194.14
2017-12,watches_gifts,71727.62
2018-01,Unknown,22489.45
2018-01,agro_industry_and_commerce,5853.44
2018-01,air_conditioning,4674.74
2018-01,art,2540.77
2018-01,arts_and_craftmanship,
2018-01,audio,3820.28
2018-01,auto,35995.02
2018-01,baby,30058.47
2018-01,bed_bath_table,76377.79
2018-01,books_general_interest,2180.15
2018-01,books_imported,583.0
2018-01,books_technical,1176.55
2018-01,cds_dvds_musicals,
2018-01,christmas_supplies,851.5
2018-01,cine_photo,199.98
2018-01,computers,7450.0
2018-01,computers_accessories,83257.45
2018-01,consoles_games,8200.98
2018-01,construction_tools_construction,9664.18
2018-01,construction_tools_lights,2392.99
2018-01,construction_tools_safety,2228.89
2018-01,cool_stuff,39739.7
2018-01,costruction_tools_garden,3927.98
2018-01,costruction_tools_tools,532.3
2018-01,diapers_and_hygiene,125.0
2018-01,drinks,2307.61
2018-01,dvds_blu_ray,49.8
2018-01,electronics,15996.68
2018-01,fashio_female_clothing,161.79
2018-01,fashion_bags_accessories,7931.72
2018-01,fashion_childrens_clothes,
2018-01,fashion_male_clothing,550.6
2018-01,fashion_shoes,666.7
2018-01,fashion_sport,119.8
2018-01,fashion_underwear_beach,754.5
2018-01,fixed_telephony,2444.1
2018-01,flowers,284.6
2018-01,food,868.41
2018-01,food_drink,341.17
2018-01,furniture_bedroom,914.8
2018-01,furniture_decor,55438.18
2018-01,furniture_living_room,2308.1
2018-01,furniture_mattress_and_upholstery,860.5
2018-01,garden_tools,27037.94
2018-01,health_beauty,72470.49
2018-01,home_appliances,1795.05
2018-01,home_appliances_2,8630.1
2018-01,home_comfort_2,
2018-01,home_confort,3020.16
2018-01,home_construction,5827.58
2018-01,housewares,38078.31
2018-01,industry_commerce_and_business,3662.0
2018-01,kitchen_dining_laundry_garden_furniture,4838.5
2018-01,la_cuisine,112.0
2018-01,luggage_accessories,18738.22
2018-01,market_place,818.72
2018-01,music,24.97
2018-01,musical_instruments,15405.58
2018-01,office_furniture,20113.41
2018-01,party_supplies,135.8
2018-01,pc_gamer,
2018-01,perfumery,20036.89
2018-01,pet_shop,10885.96
2018-01,portateis_cozinha_e_preparadores_de_alimentos,
2018-01,security_and_services,
2018-01,signaling_and_security,1048.79
2018-01,small_appliances,15450.76
2018-01,small_appliances_home_oven_and_coffee,369.99
2018-01,sports_leisure,91574.33
2018-01,stationery,41023.91
2018-01,tablets_printing_image,161.8
2018-01,telephony,14879.96
2018-01,toys,21948.23
2018-01,watches_gifts,75621.24
2018-02,Unknown,12758.75
2018-02,agro_industry_and_commerce,7404.8
2018-02,air_conditioning,2626.89
2018-02,art,1251.71
2018-02,arts_and_craftmanship,
2018-02,audio,2828.49
2018-02,auto,41706.89
2018-02,baby,25985.82
2018-02,bed_bath_table,60690.88
2018-02,books_general_interest,1912.65
2018-02,books_imported,325.0
2018-02,books_technical,1411.21
2018-02,cds_dvds_musicals,
2018-02,christmas_supplies,2059.65
2018-02,cine_photo,227.99
2018-02,computers,
2018-02,computers_accessories,100855.23
2018-02,consoles_games,11978.73
2018-02,construction_tools_construction,9003.97
2018-02,construction_tools_lights,1610.8
2018-02,construction_tools_safety,5965.75
2018-02,cool_stuff,31002.21
2018-02,costruction_tools_garden,1538.25
2018-02,costruction_tools_tools,1318.2
2018-02,diapers_and_hygiene,100.0
2018-02,drinks,1967.44
2018-02,dvds_blu_ray,24.9
2018-02,electronics,14780.6
2018-02,fashio_female_clothing,29.99
2018-02,fashion_bags_accessories,9786.63
2018-02,fashion_childrens_clothes,
2018-02,fashion_male_clothing,388.09
2018-02,fashion_shoes,1033.7
2018-02,fashion_sport,
2018-02,fashion_underwear_beach,399.3
2018-02,fixed_telephony,6138.67
2018-02,flowers,134.48
2018-02,food,1933.42
2018-02,food_drink,1059.1
2018-02,furniture_bedroom,1094.8
2018-02,furniture_decor,38646.52
2018-02,furniture_living_room,4402.78
2018-02,furniture_mattress_and_upholstery,389.4
2018-02,garden_tools,26838.03
2018-02,health_beauty,86996.06
2018-02,home_appliances,5583.74
2018-02,home_appliances_2,8998.83
2018-02,home_comfort_2,38.7
2018-02,home_confort,3012.76
2018-02,home_construction,5303.9
2018-02,housewares,35448.56
2018-02,industry_commerce_and_business,4735.59
2018-02,kitchen_dining_laundry_garden_furniture,4750.16
2018-02,la_cuisine,
2018-02,luggage_accessories,6604.35
2018-02,market_place,1920.92
2018-02,music,244.97
2018-02,musical_instruments,9015.73
2018-02,office_furniture,17774.78
2018-02,party_supplies,
2018-02,pc_gamer,129.99
2018-02,perfumery,20632.7
2018-02,pet_shop,9595.03
2018-02,portateis_cozinha_e_preparadores_de_alimentos,
2018-02,security_and_services,
2018-02,signaling_and_security,715.79
2018-02,small_appliances,5245.16
2018-02,small_appliances_home_oven_and_coffee,3024.9
2018-02,sports_leisure,75863.95
2018-02,stationery,11889.1
2018-02,tablets_printing_image,694.97
2018-02,telephony,14105.24
2018-02,toys,14778.93
2018-02,watches_gifts,63462.18
2018-03,Unknown,17378.11
2018-03,agro_industry_and_commerce,6019.0
2018-03,air_conditioning,2667.58
2018-03,art,461.5
2018-03,arts_and_craftmanship,
2018-03,audio,10606.69
2018-03,auto,44753.24
2018-03,baby,41985.74
2018-03,bed_bath_table,69256.39
2018-03,books_general_interest,1711.93
2018-03,books_imported,259.0
2018-03,books_technical,913.47
2018-03,cds_dvds_musicals,
2018-03,christmas_supplies,854.95
2018-03,cine_photo,711.79
2018-03,computers,
2018-03,computers_accessories,85673.53
2018-03,consoles_games,11858.72
2018-03,construction_tools_construction,10549.38
2018-03,construction_tools_lights,2536.7
2018-03,construction_tools_safety,5374.87
2018-03,cool_stuff,38353.22
2018-03,costruction_tools_garden,2497.23
2018-03,costruction_tools_tools,931.3
2018-03,diapers_and_hygiene,163.0
2018-03,drinks,962.7
2018-03,dvds_blu_ray,49.8
2018-03,electronics,12554.8
2018-03,fashio_female_clothing,119.96
2018-03,fashion_bags_accessories,10261.58
2018-03,fashion_childrens_clothes,79.98
2018-03,fashion_male_clothing,
2018-03,fashion_shoes,1252.8
2018-03,fashion_sport,89.9
2018-03,fashion_underwear_beach,289.4
2018-03,fixed_telephony,1930.59
2018-03,flowers,89.67
2018-03,food,1559.9
2018-03,food_drink,2350.77
2018-03,furniture_bedroom,1071.8
2018-03,furniture_decor,52244.04
2018-03,furniture_living_room,3521.87
2018-03,furniture_mattress_and_upholstery,440.0
2018-03,garden_tools,27612.25
2018-03,health_beauty,90034.41
2018-03,home_appliances,9876.59
2018-03,home_appliances_2,5648.2
2018-03,home_comfort_2,34.99
2018-03,home_confort,2522.38
2018-03,home_construction,5639.51
2018-03,housewares,37514.44
2018-03,industry_commerce_and_business,2922.45
2018-03,kitchen_dining_laundry_garden_furniture,2842.66
2018-03,la_cuisine,389.0
2018-03,luggage_accessories,5911.77
2018-03,market_place,1548.74
2018-03,music,323.97
2018-03,musical_instruments,10822.2
2018-03,office_furniture,31301.62
2018-03,party_supplies,913.9
2018-03,pc_gamer,
2018-03,perfumery,20473.25
2018-03,pet_shop,13643.69
2018-03,portateis_cozinha_e_preparadores_de_alimentos,
2018-03,security_and_services,
2018-03,signaling_and_security,921.9
2018-03,small_appliances,14260.15
2018-03,small_appliances_home_oven_and_coffee,7890.9
2018-03,sports_leisure,85292.17
2018-03,stationery,13152.74
2018-03,tablets_printing_image,259.29
2018-03,telephony,25804.89
2018-03,toys,23407.4
2018-03,watches_gifts,97861.08
2018-04,Unknown,8240.66
2018-04,agro_industry_and_commerce,4500.7
2018-04,air_conditioning,3261.79
2018-04,art,2140.28
2018-04,arts_and_craftmanship,15.99
2018-04,audio,7045.07
2018-04,auto,49629.19
2018-04,baby,49821.84
2018-04,bed_bath_table,72357.25
2018-04,books_general_interest,6295.51
2018-04,books_imported,317.99
2018-04,books_technical,1172.1
2018-04,cds_dvds_musicals,65.0
2018-04,christmas_supplies,275.15
2018-04,cine_photo,521.74
2018-04,computers,13774.92
2018-04,computers_accessories,59651.2
2018-04,consoles_games,7239.4
2018-04,construction_tools_construction,13293.83
2018-04,construction_tools_lights,4962.67
2018-04,construction_tools_safety,2887.26
2018-04,cool_stuff,35202.4
2018-04,costruction_tools_garden,1326.79
2018-04,costruction_tools_tools,1332.99
2018-04,diapers_and_hygiene,149.0
2018-04,drinks,5016.44
2018-04,dvds_blu_ray,92.5
2018-04,electronics,11022.43
2018-04,fashio_female_clothing,174.95
2018-04,fashion_bags_accessories,9030.85
2018-04,fashion_childrens_clothes,
2018-04,fashion_male_clothing,195.0
2018-04,fashion_shoes,1438.7
2018-04,fashion_sport,89.9
2018-04,fashion_underwear_beach,359.4
2018-04,fixed_telephony,1921.94
2018-04,flowers,158.4
2018-04,food,1665.43
2018-04,food_drink,605.07
2018-04,furniture_bedroom,1470.9
2018-04,furniture_decor,56793.01
2018-04,furniture_living_room,5133.73
2018-04,furniture_mattress_and_upholstery,
2018-04,garden_tools,35037.64
2018-04,health_beauty,91751.04
2018-04,home_appliances,15124.25
2018-04,home_appliances_2,20741.69
2018-04,home_comfort_2,12.9
2018-04,home_confort,1939.4
2018-04,home_construction,9318.5
2018-04,housewares,45405.96
2018-04,industry_commerce_and_business,5690.61
2018-04,kitchen_dining_laundry_garden_furniture,3165.47
2018-04,la_cuisine,280.0
2018-04,luggage_accessories,8680.48
2018-04,market_place,627.23
2018-04,music,1696.86
2018-04,musical_instruments,19375.31
2018-04,office_furniture,20194.72
2018-04,party_supplies,43.8
2018-04,pc_gamer,
2018-04,perfumery,17790.31
2018-04,pet_shop,18778.3
2018-04,portateis_cozinha_e_preparadores_de_alimentos,
2018-04,security_and_services,
2018-04,signaling_and_security,2222.3
2018-04,small_appliances,12211.41
2018-04,small_appliances_home_oven_and_coffee,13980.98
2018-04,sports_leisure,67528.08
2018-04,stationery,11701.35
2018-04,tablets_printing_image,52.0
2018-04,telephony,16636.84
2018-04,toys,23352.38
2018-04,watches_gifts,92658.57
2018-05,Unknown,3136.94
2018-05,agro_industry_and_commerce,3279.75
2018-05,air_conditioning,2051.2
2018-05,art,2691.86
2018-05,arts_and_craftmanship,89.8
2018-05,audio,2697.68
2018-05,auto,40928.14
2018-05,baby,34003.6
2018-05,bed_bath_table,71702.77
2018-05,books_general_interest,6019.03
2018-05,books_imported,410.92
2018-05,books_technical,3055.48
2018-05,cds_dvds_musicals,
2018-05,christmas_supplies,524.53
2018-05,cine_photo,2277.29
2018-05,computers,9429.92
2018-05,computers_accessories,51515.73
2018-05,consoles_games,5664.07
2018-05,construction_tools_construction,20748.6
2018-05,construction_tools_lights,5477.81
2018-05,construction_tools_safety,7298.51
2018-05,cool_stuff,30039.11
2018-05,costruction_tools_garden,1073.28
2018-05,costruction_tools_tools,417.9
2018-05,diapers_and_hygiene,117.0
2018-05,drinks,2790.98
2018-05,dvds_blu_ray,439.94
2018-05,electronics,16989.29
2018-05,fashio_female_clothing,
2018-05,fashion_bags_accessories,11519.16
2018-05,fashion_childrens_clothes,
2018-05,fashion_male_clothing,129.99
2018-05,fashion_shoes,1582.7
2018-05,fashion_sport,
2018-05,fashion_underwear_beach,207.4
2018-05,fixed_telephony,1946.1
2018-05,flowers,16.4
2018-05,food,1542.93
2018-05,food_drink,1239.44
2018-05,furniture_bedroom,1484.98
2018-05,furniture_decor,54260.98
2018-05,furniture_living_room,2721.08
2018-05,furniture_mattress_and_upholstery,
2018-05,garden_tools,37863.18
2018-05,health_beauty,96460.36
2018-05,home_appliances,6149.67
2018-05,home_appliances_2,14441.24
2018-05,home_comfort_2,
2018-05,home_confort,2776.6
2018-05,home_construction,10155.28
2018-05,housewares,63003.57
2018-05,industry_commerce_and_business,3890.99
2018-05,kitchen_dining_laundry_garden_furniture,2310.09
2018-05,la_cuisine,
2018-05,luggage_accessories,6618.46
2018-05,market_place,957.45
2018-05,music,729.0
2018-05,musical_instruments,18757.07
2018-05,office_furniture,21005.86
2018-05,party_supplies,100.7
2018-05,pc_gamer,
2018-05,perfumery,24757.7
2018-05,pet_shop,11708.46
2018-05,portateis_cozinha_e_preparadores_de_alimentos,1958.0
2018-05,security_and_services,
2018-05,signaling_and_security,683.5
2018-05,small_appliances,10620.99
2018-05,small_appliances_home_oven_and_coffee,10161.6
2018-05,sports_leisure,59664.11
2018-05,stationery,12923.39
2018-05,tablets_printing_image,49.9
2018-05,telephony,21608.26
2018-05,toys,31767.3
2018-05,watches_gifts,123872.66
2018-06,Unknown,2387.13
2018-06,agro_industry_and_commerce,3515.8
2018-06,air_conditioning,3567.9
2018-06,art,2500.14
2018-06,arts_and_craftmanship,
2018-06,audio,1830.69
2018-06,auto,45407.49
2018-06,baby,30755.12
2018-06,bed_bath_table,71565.48
2018-06,books_general_interest,3345.39
2018-06,books_imported,468.17
2018-06,books_technical,1747.43
2018-06,cds_dvds_musicals,
2018-06,christmas_supplies,306.19
2018-06,cine_photo,435.85
2018-06,computers,13127.0
2018-06,computers_accessories,42326.45
2018-06,consoles_games,6903.01
2018-06,construction_tools_construction,22947.72
2018-06,construction_tools_lights,4583.41
2018-06,construction_tools_safety,2565.37
2018-06,cool_stuff,19316.37
2018-06,costruction_tools_garden,799.44
2018-06,costruction_tools_tools,527.0
2018-06,diapers_and_hygiene,321.0
2018-06,drinks,1567.07
2018-06,dvds_blu_ray,382.88
2018-06,electronics,9664.57
2018-06,fashio_female_clothing,
2018-06,fashion_bags_accessories,7869.95
2018-06,fashion_childrens_clothes,89.99
2018-06,fashion_male_clothing,447.8
2018-06,fashion_shoes,1230.58
2018-06,fashion_sport,
2018-06,fashion_underwear_beach,129.3
2018-06,fixed_telephony,2080.32
2018-06,flowers,108.0
2018-06,food,1371.18
2018-06,food_drink,293.85
2018-06,furniture_bedroom,1559.99
2018-06,furniture_decor,42190.22
2018-06,furniture_living_room,3541.62
2018-06,furniture_mattress_and_upholstery,
2018-06,garden_tools,18018.71
2018-06,health_beauty,107908.82
2018-06,home_appliances,5916.37
2018-06,home_appliances_2,8312.72
2018-06,home_comfort_2,25.8
2018-06,home_confort,2386.49
2018-06,home_construction,9094.59
2018-06,housewares,56825.45
2018-06,industry_commerce_and_business,2609.9
2018-06,kitchen_dining_laundry_garden_furniture,3667.43
2018-06,la_cuisine,
2018-06,luggage_accessories,5070.88
2018-06,market_place,556.46
2018-06,music,109.08
2018-06,musical_instruments,16177.92
2018-06,office_furniture,12725.58
2018-06,party_supplies,84.8
2018-06,pc_gamer,
2018-06,perfumery,27335.86
2018-06,pet_shop,19491.78
2018-06,portateis_cozinha_e_preparadores_de_alimentos,
2018-06,security_and_services,
2018-06,signaling_and_security,5863.18
2018-06,small_appliances,16022.7
2018-06,small_appliances_home_oven_and_coffee,3499.0
2018-06,sports_leisure,45851.01
2018-06,stationery,12859.08
2018-06,tablets_printing_image,50.0
2018-06,telephony,22776.82
2018-06,toys,21221.45
2018-06,watches_gifts,86885.56
2018-07,Unknown,4612.0
2018-07,agro_industry_and_commerce,7756.69
2018-07,air_conditioning,2657.86
2018-07,art,1843.2
2018-07,arts_and_craftmanship,654.57
2018-07,audio,2062.64
2018-07,auto,43830.29
2018-07,baby,22185.96
2018-07,bed_bath_table,55082.82
2018-07,books_general_interest,4077.45
2018-07,books_imported,402.78
2018-07,books_technical,2106.81
2018-07,cds_dvds_musicals,
2018-07,christmas_supplies,509.56
2018-07,cine_photo,1178.54
2018-07,computers,11239.0
2018-07,computers_accessories,41902.79
2018-07,consoles_games,8519.11
2018-07,construction_tools_construction,15237.47
2018-07,construction_tools_lights,7249.61
2018-07,construction_tools_safety,1888.95
2018-07,cool_stuff,30551.61
2018-07,costruction_tools_garden,1956.47
2018-07,costruction_tools_tools,5501.2
2018-07,diapers_and_hygiene,149.8
2018-07,drinks,1335.17
2018-07,dvds_blu_ray,83.99
2018-07,electronics,11150.75
2018-07,fashio_female_clothing,
2018-07,fashion_bags_accessories,6161.87
2018-07,fashion_childrens_clothes,
2018-07,fashion_male_clothing,208.7
2018-07,fashion_shoes,820.19
2018-07,fashion_sport,
2018-07,fashion_underwear_beach,109.8
2018-07,fixed_telephony,9319.39
2018-07,flowers,47.99
2018-07,food,3378.17
2018-07,food_drink,813.73
2018-07,furniture_bedroom,1386.9
2018-07,furniture_decor,45715.49
2018-07,furniture_living_room,6779.63
2018-07,furniture_mattress_and_upholstery,129.9
2018-07,garden_tools,26173.78
2018-07,health_beauty,105813.03
2018-07,home_appliances,5290.63
2018-07,home_appliances_2,12597.32
2018-07,home_comfort_2,38.7
2018-07,home_confort,2984.38
2018-07,home_construction,6780.15
2018-07,housewares,63409.14
2018-07,industry_commerce_and_business,4697.21
2018-07,kitchen_dining_laundry_garden_furniture,3875.95
2018-07,la_cuisine,
2018-07,luggage_accessories,5821.72
2018-07,market_place,186.78
2018-07,music,849.3
2018-07,musical_instruments,9541.8
2018-07,office_furniture,13775.27
2018-07,party_supplies,57.5
2018-07,pc_gamer,677.0
2018-07,perfumery,22417.77
2018-07,pet_shop,19583.74
2018-07,portateis_cozinha_e_preparadores_de_alimentos,172.03
2018-07,security_and_services,
2018-07,signaling_and_security,3785.19
2018-07,small_appliances,8711.25
2018-07,small_appliances_home_oven_and_coffee,4699.67
2018-07,sports_leisure,55292.68
2018-07,stationery,17247.09
2018-07,tablets_printing_image,
2018-07,telephony,26939.41
2018-07,toys,17277.29
2018-07,watches_gifts,96212.59
2018-08,Unknown,2419.04
2018-08,agro_industry_and_commerce,5021.09
2018-08,air_conditioning,3556.9
2018-08,art,1481.39
2018-08,arts_and_craftmanship,901.76
2018-08,audio,2069.4
2018-08,auto,45380.89
2018-08,baby,22004.15
2018-08,bed_bath_table,61035.88
2018-08,books_general_interest,1564.78
2018-08,books_imported,749.0
2018-08,books_technical,1483.79
2018-08,cds_dvds_musicals,
2018-08,christmas_supplies,564.37
2018-08,cine_photo,685.28
2018-08,computers,8711.5
2018-08,computers_accessories,40293.93
2018-08,consoles_games,4824.49
2018-08,construction_tools_construction,22917.16
2018-08,construction_tools_lights,8212.53
2018-08,construction_tools_safety,4070.12
2018-08,cool_stuff,16354.58
2018-08,costruction_tools_garden,3688.76
2018-08,costruction_tools_tools,1255.77
2018-08,diapers_and_hygiene,231.89
2018-08,drinks,1477.23
2018-08,dvds_blu_ray,8.9
2018-08,electronics,10769.47
2018-08,fashio_female_clothing,129.97
2018-08,fashion_bags_accessories,8177.43
2018-08,fashion_childrens_clothes,
2018-08,fashion_male_clothing,381.69
2018-08,fashion_shoes,471.3
2018-08,fashion_sport,69.9
